"ID","Sex","SexPref","Age","Country_Res","Country_Born","HPP_9","GDP","GINI","SexRatio.2017est.","SexRatio.15.54.","UNRegion","RelStatus","RelLength","RelY","RelM","Ethnicity","SRA","SRM","SRH","SRA_Partner","SRM_Partner","SRH_Partner","Hug_Freq","Sex_Freq","Hug_Satis","Sex_Satis","GK_Breath","GK_Scent","GK_Taste","GK_Wet","GK_Contact","GK_Arous","GK_SynchStyle","prec_mean_anual_Res","snow_cover_days_Res","t_mean_Res","t_mean_coldest_month_Res","t_mean_warmest_month_Res","prec_mean_anual_Born","snow_cover_days_Born","t_mean_Born","t_mean_coldest_month_Born","t_mean_warmest_month_Born","Kiss_index"
6093920916,1,1,23,"Germany","Germany",-0.87,50200,27,0.97,1.03,5,2,NA,NA,NA,"Wei?broteuropõer",5,2,4,NA,NA,NA,91,35,28,100,43,20,38,90,9,4,100,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,0.623
6131237517,2,1,24,"Poland","Poland",-0.87,29300,30.8,0.94,1.035,3,1,0.33,0,4,"Kaukazoidalne",4,2,4,6,6,4,57,78,83,67,77,85,70,39,86,90,53,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,0.683
6102836125,2,1,22,"Colombia","Colombia",0.27,14500,53.5,0.98,1.01,4,1,2,1,12,"India",4,3,4,6,5,6,50,50,100,60,100,100,100,50,30,100,20,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,0.997
6089812538,1,2,39,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,0.92,0,11,"White Scottish",2,1,6,6,2,6,59,100,100,100,60,76,66,70,70,72,39,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.722
6207362980,2,1,27,"France","France",-0.46,43600,29.2,0.96,1.03,5,1,4.67,4,8,"Franþaise",6,1,4,5,4,3,99,31,99,93,99,90,NA,93,93,99,94,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.8
6128145510,2,1,56,"Brazil","Brazil",0.93,15500,49.7,0.97,1.005,4,1,29.5,29,6,"Branca",4,4,3,3,5,2,92,92,96,97,100,99,99,29,98,NA,24,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,0.603
6181117196,2,1,23,"Germany","Germany",-0.87,50200,27,0.97,1.03,5,1,0.25,NA,3,"kaukasisch",5,2,6,4,4,4,95,78,98,82,95,83,90,92,83,73,93,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,0.507
6401948870,2,1,38,"Nigeria","Nigeria",1.16,5900,48.8,0,0,1,2,NA,NA,NA,"Edo",5,2,7,6,6,7,64,65,65,62,72,95,86,48,88,73,66,1222.4572371389,0,26.9049445212785,18.5044573601987,36.9306741009597,1222.4572371389,0,26.9049445212785,18.5044573601987,36.9306741009597,0.531
6090225240,2,1,28,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,0.75,NA,9,"White",6,3,5,6,6,5,84,68,87,86,56,80,27,75,79,82,43,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.199
6089132667,2,3,24,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,2,NA,NA,NA,"Caucasian",4,2,5,6,4,6,50,100,50,50,100,100,100,100,100,100,100,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.055
6136475320,2,1,19,"Brazil","Brazil",0.93,15500,49.7,0.97,1.005,4,2,NA,NA,NA,NA,4,NA,3,NA,NA,NA,60,0,50,NA,50,100,50,100,100,80,80,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,1
6202196311,2,1,35,"France","France",-0.46,43600,29.2,0.96,1.03,5,1,1,1,NA,"Franþaise",5,2,3,5,3,3,97,71,94,87,97,99,98,59,57,62,88,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.77
6089421767,2,1,49,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,11.17,11,2,"White",5,5,6,4,6,5,92,88,89,88,96,96,84,92,70,83,68,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.405
6089336319,1,1,28,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,2,1.17,1,2,"White",2,1,4,NA,NA,NA,88,46,100,17,81,87,88,20,58,14,12,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.833
6389124693,2,1,58,"Chile","Chile",-0.45,24600,50.5,0.97,1.02,4,1,1.08,1,1,"Caucßsico ",6,1,5,7,4,7,100,92,100,100,100,100,100,71,87,84,91,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,0.9
6366313543,2,1,22,"Australia","Australia",-0.25,49900,30.3,1.01,1.045,5,1,3.17,3,2,"Chinese",4,3,3,4,5,5,73,1,87,94,70,78,70,82,36,10,55,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,0.629
6131182794,2,1,23,"Poland","Poland",-0.87,29300,30.8,0.94,1.035,3,1,6.58,6,7,"Polish",5,1,4,4,5,4,90,10,80,50,80,80,80,60,81,90,90,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,0.68
6089763446,2,1,19,"United Kingdom of Great Britain and Northern Ireland","Poland",NA,NA,NA,NA,NA,NA,NA,0.17,NA,2,"White",5,2,4,6,4,4,74,100,100,100,64,53,57,53,66,69,50,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,0.42
6175057633,2,1,29,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,1.33,1,4,"White",3,4,2,4,4,2,55,71,100,61,100,86,86,79,100,57,66,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.396
6089825652,2,1,28,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,2,2,NA,"White Scottish ",4,4,4,4,4,4,100,80,100,100,0,77,46,53,70,68,67,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.673
6114332888,2,1,36,"India","India",0.94,7200,35.2,1.08,1.095,2,1,14.17,14,2,NA,5,6,3,5,4,5,66,85,86,56,100,76,88,68,100,77,23,1350.36441938959,15.7778048875227,23.5631395743761,10.1823711374033,35.6825759170535,1350.36441938959,15.7778048875227,23.5631395743761,10.1823711374033,35.6825759170535,0.64
6192010670,1,1,29,"Brazil","Brazil",0.93,15500,49.7,0.97,1.005,4,2,NA,NA,NA,"Caucasiano",3,4,4,NA,NA,NA,54,100,100,100,90,100,100,95,100,100,100,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,0.72
6091134169,2,1,28,"Colombia","Colombia",0.27,14500,53.5,0.98,1.01,4,1,5,5,NA,"Latinoamericana",5,1,3,4,4,3,100,70,70,100,81,100,100,58,37,52,NA,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,0.182
6089774524,2,1,24,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,6.17,6,2,"White",4,NA,4,3,4,2,50,20,100,50,80,80,80,100,100,46,100,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.666
6091512454,1,2,26,"Czechia","Czechia",-0.87,35200,25,0.97,1.055,3,1,4,4,NA,"white",6,4,4,7,2,7,100,94,100,100,100,100,100,100,100,100,86,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,1
6146813714,2,3,24,"Bulgaria","Bulgaria",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Bulgarian",5,5,1,5,3,4,70,66,80,86,63,19,73,66,83,72,31,671.262121189626,43.1460490587771,10.9327613296542,-4.0730861753702,26.0362369709016,671.262121189626,43.1460490587771,10.9327613296542,-4.0730861753702,26.0362369709016,0.5
6089804658,2,1,24,"Czechia","Czechia",-0.87,35200,25,0.97,1.055,3,1,0.83,0,10,"European",6,2,5,6,6,5,90,90,80,80,100,100,60,60,70,100,80,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,0.883
6092621516,2,1,27,"Germany","Colombia",NA,NA,NA,NA,NA,NA,1,1.58,1,7,"I don't understand this question. Maybe, ",4,1,4,4,4,3,100,80,80,60,100,100,0,0,50,50,50,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,1
6338709703,2,1,27,"Czechia","Slovakia",NA,NA,NA,NA,NA,NA,1,10.67,10,8,"Slovak",4,2,4,4,3,3,90,60,75,75,100,80,99,30,66,60,0,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,784.244278109082,117.320755828624,8.11759944411004,-6.44349577095972,22.817698674234,0.644
6089902747,2,1,23,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,2,NA,NA,NA,"White scottish",4,3,3,5,NA,NA,46,50,94,73,74,79,83,47,35,69,37,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.767
6092616053,2,1,33,"Germany","Germany",-0.87,50200,27,0.97,1.03,5,1,6.33,6,4,"deutsch",6,NA,6,4,7,4,94,68,58,74,97,91,90,9,33,53,30,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,0.554
6390698527,2,1,42,"Chile","Chile",-0.45,24600,50.5,0.97,1.02,4,1,11,11,NA,"chilena",7,NA,7,7,7,7,98,49,64,61,99,99,98,99,99,99,99,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,0.58
6402218241,2,1,30,"Nigeria","Nigeria",1.16,5900,48.8,0,0,1,2,NA,NA,NA,"ibo",6,2,7,6,4,3,99,52,100,100,0,99,1,1,100,100,0,1222.4572371389,0,26.9049445212785,18.5044573601987,36.9306741009597,1222.4572371389,0,26.9049445212785,18.5044573601987,36.9306741009597,0.483
6192453851,2,1,28,"France","France",-0.46,43600,29.2,0.96,1.03,5,2,NA,NA,NA,"Franþaise",5,5,4,6,6,7,56,67,41,37,99,99,99,1,67,66,3,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.523
6210700232,2,1,31,"Sweden","Sweden",NA,NA,NA,NA,NA,NA,1,6,6,0,NA,4,4,5,3,5,2,57,50,87,46,85,58,NA,57,58,33,57,855.665813811723,197.606689466392,2.95045378835727,-10.0901719172486,17.9419589766361,855.665813811723,197.606689466392,2.95045378835727,-10.0901719172486,17.9419589766361,0.312
6210931705,2,1,25,"Sweden","Sweden",NA,NA,NA,NA,NA,NA,1,4.17,4,2,NA,5,5,5,5,6,6,80,54,100,47,90,90,21,NA,75,63,80,855.665813811723,197.606689466392,2.95045378835727,-10.0901719172486,17.9419589766361,855.665813811723,197.606689466392,2.95045378835727,-10.0901719172486,17.9419589766361,0.408
6191094606,2,1,27,"France","France",-0.46,43600,29.2,0.96,1.03,5,2,NA,NA,NA,"Franþaise",5,5,4,NA,NA,NA,80,80,75,75,50,50,50,75,80,90,100,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.695
6089537827,2,1,30,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,0.83,0,10,"Scottish",4,2,6,3,6,5,75,0,100,NA,95,49,51,75,80,81,60,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.826
6127910505,2,1,33,"Germany","Poland",NA,NA,NA,NA,NA,NA,1,14,14,NA,NA,4,1,6,4,4,4,80,48,53,47,99,93,92,35,35,50,50,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,0.533
6089141654,2,1,30,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,9.33,9,4,"White Scottish ",3,4,3,5,4,4,86,80,53,54,100,84,73,52,66,52,55,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.65
6089765750,1,2,21,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,2,NA,NA,NA,"White ",6,6,6,7,2,6,92,84,100,100,100,49,85,82,100,21,17,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.793
6089244133,2,1,37,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,8.33,8,4,"White British",6,1,6,6,5,6,100,70,75,79,100,100,100,100,100,100,79,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.95
6174802118,2,2,39,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,2.33,2,4,"White",5,4,5,5,5,5,48,68,33,81,66,99,72,56,57,81,74,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1
6090640940,2,1,21,"United Kingdom of Great Britain and Northern Ireland","France",NA,NA,NA,NA,NA,NA,1,1.5,1,6,"white",6,2,6,6,6,5,95,73,100,90,86,77,71,96,79,72,89,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.34
6091516824,2,1,25,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,2.33,2,4,"White British",5,1,5,6,7,5,100,75,100,90,75,60,90,50,80,100,20,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1
6089937404,2,1,29,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,9.33,9,4,"White",4,4,5,7,5,6,80,50,100,90,100,100,100,50,50,80,100,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1
6093229885,2,1,27,"Canada","Canada",NA,NA,NA,NA,NA,NA,1,2.25,2,3,"Caucasian ",6,1,6,6,6,6,100,62,94,71,100,82,80,75,60,60,90,645.746479751353,258.232676544325,-6.11595581933074,-26.4856161207277,16.5341085188616,645.746479751353,258.232676544325,-6.11595581933074,-26.4856161207277,16.5341085188616,0.756
6128279091,2,1,35,"Brazil","Brazil",0.93,15500,49.7,0.97,1.005,4,1,8.17,8,2,"Braca, indÝgena, europÚia.",7,4,6,7,6,7,100,50,100,25,100,100,80,NA,50,100,50,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,1821.09050782016,0,24.6676350703267,18.7603515611744,31.2754896383487,0.492
6175179735,1,2,26,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,2,NA,NA,NA,"White British",2,2,2,NA,NA,NA,100,50,40,100,90,100,100,80,100,65,60,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.602
6103489527,2,1,25,"Colombia","Colombia",0.27,14500,53.5,0.98,1.01,4,2,NA,NA,NA,NA,4,2,4,NA,NA,NA,75,70,83,82,100,100,20,50,90,85,100,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,0.967
6169500721,2,1,24,"Czechia","Czechia",-0.87,35200,25,0.97,1.055,3,1,7.33,7,4,"Caucasian",5,2,4,6,5,4,90,53,84,54,96,84,74,100,82,74,100,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,0.071
6089335884,2,1,30,"United Kingdom of Great Britain and Northern Ireland","Russian Federation",NA,NA,NA,NA,NA,NA,1,10,10,NA,"White ",4,4,5,4,NA,4,93,52,100,88,93,100,86,72,87,82,50,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,591.324005308556,243.402519927867,-5.18304302929148,-27.0006967409402,18.6813160318441,0.598
6092574761,2,1,60,"United Kingdom of Great Britain and Northern Ireland","United Kingdom of Great Britain and Northern Ireland",-1.063333333,43600,32.4,0.99,1.04,5,1,1.58,1,7,"White caucasion",5,1,6,5,6,6,75,88,92,79,100,91,85,89,84,62,96,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.953
6089968707,2,1,47,"United Kingdom of Great Britain and Northern Ireland","Germany",NA,NA,NA,NA,NA,NA,1,19.83,19,10,"White",6,NA,4,4,5,2,98,0,100,85,100,100,79,13,100,52,95,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,0.696
6385827440,2,1,42,"Chile","Chile",-0.45,24600,50.5,0.97,1.02,4,1,14,14,NA,NA,5,NA,5,5,5,5,100,80,100,100,100,100,100,50,50,70,50,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,0.521
