ID,Sex,SexPref,Age,Country_Res,Country_Born,HPP_9,GDP,GINI,SexRatio.2017est.,SexRatio.15.54.,UNRegion,RelStatus,RelLength,RelY,RelM,Ethnicity,SRA,SRM,SRH,SRA_Partner,SRM_Partner,SRH_Partner,Hug_Freq,Sex_Freq,Hug_Satis,Sex_Satis,GK_Breath,GK_Scent,GK_Taste,GK_Wet,GK_Contact,GK_Arous,GK_SynchStyle,prec_mean_anual_Res,snow_cover_days_Res,t_mean_Res,t_mean_coldest_month_Res,t_mean_warmest_month_Res,prec_mean_anual_Born,snow_cover_days_Born,t_mean_Born,t_mean_coldest_month_Born,t_mean_warmest_month_Born,Kiss_index
6090225240,2,1.0,28.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,0.75,0.0,9.0,White,6.0,3.0,5.0,6.0,6.0,5.0,84.0,68.0,87.0,86.0,56.0,80.0,27.0,75.0,79.0,82.0,43.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.199
6202196311,2,1.0,35.0,France,France,-0.46,43600.0,29.2,0.96,1.03,5.0,1.0,1.0,1.0,0.0,Franþaise,5.0,2.0,3.0,5.0,3.0,3.0,97.0,71.0,94.0,87.0,97.0,99.0,98.0,59.0,57.0,62.0,88.0,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.77
6089421767,2,1.0,49.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,11.17,11.0,2.0,White,5.0,5.0,6.0,4.0,6.0,5.0,92.0,88.0,89.0,88.0,96.0,96.0,84.0,92.0,70.0,83.0,68.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.405
6389124693,2,1.0,58.0,Chile,Chile,-0.45,24600.0,50.5,0.97,1.02,4.0,1.0,1.08,1.0,1.0,Caucßsico ,6.0,1.0,5.0,7.0,4.0,7.0,100.0,92.0,100.0,100.0,100.0,100.0,100.0,71.0,87.0,84.0,91.0,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,0.9
6366313543,2,1.0,22.0,Australia,Australia,-0.25,49900.0,30.3,1.01,1.045,5.0,1.0,3.17,3.0,2.0,Chinese,4.0,3.0,3.0,4.0,5.0,5.0,73.0,1.0,87.0,94.0,70.0,78.0,70.0,82.0,36.0,10.0,55.0,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,0.629
6131182794,2,1.0,23.0,Poland,Poland,-0.87,29300.0,30.8,0.94,1.035,3.0,1.0,6.58,6.0,7.0,Polish,5.0,1.0,4.0,4.0,5.0,4.0,90.0,10.0,80.0,50.0,80.0,80.0,80.0,60.0,81.0,90.0,90.0,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,0.68
6175057633,2,1.0,29.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,1.33,1.0,4.0,White,3.0,4.0,2.0,4.0,4.0,2.0,55.0,71.0,100.0,61.0,100.0,86.0,86.0,79.0,100.0,57.0,66.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.396
6089825652,2,1.0,28.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,2.0,2.0,0.0,White Scottish ,4.0,4.0,4.0,4.0,4.0,4.0,100.0,80.0,100.0,100.0,0.0,77.0,46.0,53.0,70.0,68.0,67.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.673
6091512454,1,2.0,26.0,Czechia,Czechia,-0.87,35200.0,25.0,0.97,1.055,3.0,1.0,4.0,4.0,0.0,white,6.0,4.0,4.0,7.0,2.0,7.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,1.0
6089804658,2,1.0,24.0,Czechia,Czechia,-0.87,35200.0,25.0,0.97,1.055,3.0,1.0,0.83,0.0,10.0,European,6.0,2.0,5.0,6.0,6.0,5.0,90.0,90.0,80.0,80.0,100.0,100.0,60.0,60.0,70.0,100.0,80.0,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,0.883
6092621516,2,1.0,27.0,Germany,Colombia,-0.87,50200.0,27.0,27.0,1.03,5.0,1.0,1.58,1.0,7.0,"I don't understand this question. Maybe, ",4.0,1.0,4.0,4.0,4.0,3.0,100.0,80.0,80.0,60.0,100.0,100.0,0.0,0.0,50.0,50.0,50.0,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,1.0
6338709703,2,1.0,27.0,Czechia,Slovakia,-0.8699999999999999,35200.0,25.0,25.0,1.055,3.0,1.0,10.67,10.0,8.0,Slovak,4.0,2.0,4.0,4.0,3.0,3.0,90.0,60.0,75.0,75.0,100.0,80.0,99.0,30.0,66.0,60.0,0.0,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,784.244278109082,117.320755828624,8.11759944411004,-6.44349577095972,22.817698674234,0.644
6089141654,2,1.0,30.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,9.33,9.0,4.0,White Scottish ,3.0,4.0,3.0,5.0,4.0,4.0,86.0,80.0,53.0,54.0,100.0,84.0,73.0,52.0,66.0,52.0,55.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.65
6089244133,2,1.0,37.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,8.33,8.0,4.0,White British,6.0,1.0,6.0,6.0,5.0,6.0,100.0,70.0,75.0,79.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.95
6174802118,2,2.0,39.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,2.33,2.0,4.0,White,5.0,4.0,5.0,5.0,5.0,5.0,48.0,68.0,33.0,81.0,66.0,99.0,72.0,56.0,57.0,81.0,74.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1.0
6090640940,2,1.0,21.0,United Kingdom of Great Britain and Northern Ireland,France,-1.063333333,43600.0,32.4,32.4,1.04,5.0,1.0,1.5,1.0,6.0,white,6.0,2.0,6.0,6.0,6.0,5.0,95.0,73.0,100.0,90.0,86.0,77.0,71.0,96.0,79.0,72.0,89.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.34
6091516824,2,1.0,25.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,2.33,2.0,4.0,White British,5.0,1.0,5.0,6.0,7.0,5.0,100.0,75.0,100.0,90.0,75.0,60.0,90.0,50.0,80.0,100.0,20.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1.0
6089937404,2,1.0,29.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,9.33,9.0,4.0,White,4.0,4.0,5.0,7.0,5.0,6.0,80.0,50.0,100.0,90.0,100.0,100.0,100.0,50.0,50.0,80.0,100.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1.0
6169500721,2,1.0,24.0,Czechia,Czechia,-0.87,35200.0,25.0,0.97,1.055,3.0,1.0,7.33,7.0,4.0,Caucasian,5.0,2.0,4.0,6.0,5.0,4.0,90.0,53.0,84.0,54.0,96.0,84.0,74.0,100.0,82.0,74.0,100.0,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,0.071
6092574761,2,1.0,60.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,1.58,1.0,7.0,White caucasion,5.0,1.0,6.0,5.0,6.0,6.0,75.0,88.0,92.0,79.0,100.0,91.0,85.0,89.0,84.0,62.0,96.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.953
6090345273,2,1.0,39.0,United Kingdom of Great Britain and Northern Ireland,Germany,-1.063333333,43600.0,32.4,32.4,1.04,5.0,1.0,12.33,12.0,4.0,German,4.0,4.0,5.0,5.0,4.0,5.0,83.0,40.0,85.0,54.0,58.0,89.0,76.0,30.0,46.0,61.0,43.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,0.933
6356621472,2,1.0,26.0,Czechia,Czechia,-0.87,35200.0,25.0,0.97,1.055,3.0,1.0,7.33,7.0,4.0,causacian,6.0,4.0,5.0,6.0,6.0,7.0,90.0,55.0,85.0,75.0,100.0,70.0,70.0,75.0,80.0,80.0,90.0,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,723.239674164415,112.069257118311,8.05256876729081,-4.88472312523337,22.1832442414756,0.25
6089372662,2,1.0,50.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,3.75,3.0,9.0,Caucasian,4.0,1.0,5.0,5.0,6.0,6.0,81.0,78.0,78.0,82.0,80.0,76.0,79.0,43.0,60.0,60.0,61.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1.0
6191020002,2,1.0,22.0,Brazil,Brazil,0.93,15500.0,49.7,0.97,1.005,4.0,1.0,2.33,2.0,4.0,Branca,4.0,3.0,3.0,5.0,4.0,4.0,75.0,86.0,98.0,54.0,86.0,87.0,78.0,64.0,82.0,94.0,89.0,1821.09050782016,0.0,24.6676350703267,18.7603515611744,31.2754896383487,1821.09050782016,0.0,24.6676350703267,18.7603515611744,31.2754896383487,0.902
6338633554,2,1.0,19.0,Australia,Australia,-0.25,49900.0,30.3,1.01,1.045,5.0,1.0,4.75,4.0,9.0,Caucasian ,3.0,3.0,4.0,7.0,5.0,4.0,40.0,0.0,90.0,90.0,90.0,81.0,71.0,98.0,35.0,26.0,67.0,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,0.66
6191270540,2,1.0,29.0,France,France,-0.46,43600.0,29.2,0.96,1.03,5.0,1.0,2.83,2.0,10.0,franþaise,4.0,1.0,4.0,4.0,4.0,5.0,38.0,50.0,75.0,63.0,84.0,75.0,79.0,43.0,62.0,91.0,23.0,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.403
6089791496,1,2.0,24.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,1.0,1.0,0.0,White - Scottish,4.0,3.0,4.0,7.0,2.0,4.0,95.0,75.0,95.0,60.0,10.0,10.0,20.0,70.0,30.0,5.0,70.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1.0
6089129121,1,1.0,24.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,0.75,0.0,9.0,White Scottish,5.0,4.0,4.0,6.0,4.0,4.0,96.0,78.0,91.0,88.0,93.0,88.0,91.0,39.0,92.0,84.0,70.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.85
6190696610,2,3.0,28.0,France,France,-0.46,43600.0,29.2,0.96,1.03,5.0,1.0,2.92,2.0,11.0,franþaise,5.0,5.0,4.0,5.0,7.0,7.0,100.0,70.0,31.0,32.0,100.0,100.0,100.0,50.0,72.0,46.0,83.0,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.726
6117868956,1,2.0,34.0,Colombia,Colombia,0.27,14500.0,53.5,0.98,1.01,4.0,1.0,0.5,0.0,6.0,Mestizo,4.0,4.0,3.0,6.0,5.0,3.0,95.0,85.0,100.0,85.0,95.0,90.0,90.0,90.0,85.0,100.0,50.0,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,0.654
6180400016,2,1.0,23.0,Germany,Germany,-0.87,50200.0,27.0,0.97,1.03,5.0,1.0,5.83,5.0,10.0,deutsch,4.0,2.0,6.0,7.0,5.0,6.0,97.0,57.0,98.0,98.0,100.0,81.0,7.0,6.0,78.0,76.0,52.0,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,837.165363277933,30.6293722098459,8.96406371508524,-2.22109598782229,22.1296057335877,0.98
6185166865,1,2.0,23.0,Brazil,Brazil,0.93,15500.0,49.7,0.97,1.005,4.0,1.0,1.08,1.0,1.0,Branca,4.0,3.0,3.0,6.0,4.0,6.0,60.0,70.0,85.0,51.0,90.0,90.0,100.0,75.0,90.0,100.0,60.0,1821.09050782016,0.0,24.6676350703267,18.7603515611744,31.2754896383487,1821.09050782016,0.0,24.6676350703267,18.7603515611744,31.2754896383487,1.0
6389738876,2,5.0,22.0,Chile,Chile,-0.45,24600.0,50.5,0.97,1.02,4.0,1.0,1.92,1.0,11.0,No,2.0,2.0,4.0,7.0,3.0,2.0,100.0,97.0,98.0,100.0,95.0,100.0,88.0,86.0,100.0,88.0,0.0,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,2048.46944908833,64.990759323899,8.1364169485443,-0.0798806278915534,16.9255894865007,0.153
6102942912,2,1.0,32.0,Colombia,Colombia,0.27,14500.0,53.5,0.98,1.01,4.0,1.0,7.92,7.0,11.0,Latino ,4.0,3.0,6.0,5.0,4.0,6.0,85.0,90.0,85.0,85.0,100.0,100.0,90.0,100.0,90.0,100.0,100.0,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,0.436
6090173920,2,1.0,28.0,Australia,Australia,-0.25,49900.0,30.3,1.01,1.045,5.0,1.0,6.5,6.0,6.0,Australian ,5.0,2.0,4.0,5.0,6.0,5.0,100.0,65.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,1.0
6090329641,2,3.0,41.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,10.0,10.0,0.0,white,5.0,2.0,3.0,7.0,4.0,4.0,99.0,99.0,100.0,100.0,98.0,46.0,51.0,72.0,38.0,52.0,13.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1.0
6194670713,2,1.0,19.0,France,France,-0.46,43600.0,29.2,0.96,1.03,5.0,1.0,0.58,0.0,7.0,Franþaise,4.0,5.0,4.0,4.0,4.0,4.0,60.0,65.0,45.0,40.0,65.0,70.0,50.0,60.0,80.0,80.0,65.0,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.834
6195942123,2,3.0,32.0,France,France,-0.46,43600.0,29.2,0.96,1.03,5.0,1.0,5.0,5.0,0.0,Franþaise,4.0,4.0,4.0,7.0,4.0,4.0,98.0,72.0,99.0,99.0,98.0,98.0,98.0,0.0,90.0,97.0,0.0,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,1132.64185352846,10.3262061634815,12.4616740445193,2.5390511042511,24.3670002088432,0.607
6092302753,2,1.0,26.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,1.25,1.0,3.0,White European ,4.0,2.0,4.0,6.0,5.0,7.0,100.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.726
6089918891,2,1.0,31.0,United Kingdom of Great Britain and Northern Ireland,Russian Federation,-1.063333333,43600.0,32.4,32.4,1.04,5.0,1.0,13.0,13.0,0.0,Russian,6.0,4.0,5.0,6.0,6.0,4.0,73.0,46.0,60.0,34.0,100.0,72.0,73.0,70.0,84.0,86.0,85.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,591.324005308556,243.402519927867,-5.18304302929148,-27.0006967409402,18.6813160318441,0.76
6329893411,2,1.0,47.0,Australia,Australia,-0.25,49900.0,30.3,1.01,1.045,5.0,1.0,7.0,7.0,0.0,Australian,2.0,1.0,2.0,6.0,4.0,1.0,80.0,50.0,50.0,50.0,100.0,100.0,100.0,50.0,100.0,75.0,80.0,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,0.821
6089581542,2,1.0,21.0,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,-1.063333333,43600.0,32.4,0.99,1.04,5.0,1.0,2.5,2.0,6.0,white,4.0,1.0,2.0,2.0,4.0,2.0,85.0,85.0,80.0,30.0,90.0,85.0,85.0,85.0,80.0,75.0,85.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.633
6131097487,2,2.0,32.0,Australia,United Kingdom of Great Britain and Northern Ireland,-0.25,49900.0,30.3,30.3,1.045,5.0,1.0,1.08,1.0,1.0,British ,4.0,4.0,7.0,7.0,3.0,5.0,61.0,100.0,80.0,95.0,100.0,100.0,100.0,70.0,53.0,92.0,18.0,497.546254124229,0.0385838242133053,21.8188845924965,8.77048933133143,34.5364452297131,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,0.671
6091029686,2,1.0,37.0,Colombia,Colombia,0.27,14500.0,53.5,0.98,1.01,4.0,1.0,12.25,12.0,3.0,Latina ,6.0,4.0,6.0,6.0,2.0,3.0,90.0,90.0,95.0,100.0,90.0,100.0,60.0,47.0,90.0,100.0,100.0,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,3112.51932995326,0.0158684486685676,23.6307114726742,19.6953702585061,28.7649583538837,0.56
6110444388,2,1.0,32.0,United Kingdom of Great Britain and Northern Ireland,Hungary,-1.063333333,43600.0,32.4,32.4,1.04,5.0,1.0,2.0,2.0,0.0,Caucasian ,5.0,6.0,5.0,5.0,6.0,3.0,80.0,50.0,60.0,80.0,90.0,80.0,100.0,80.0,50.0,30.0,30.0,1207.85298808613,1.16856580489083,9.18796226511679,1.30162512163031,18.0403453045729,619.552583262076,62.9815886405284,10.8251789553813,-3.79225264981283,26.5933752445956,0.567
6139384405,1,2.0,28.0,Poland,Poland,-0.87,29300.0,30.8,0.94,1.035,3.0,1.0,1.17,1.0,2.0,Polska,4.0,4.0,5.0,5.0,4.0,5.0,89.0,73.0,96.0,72.0,68.0,19.0,18.0,74.0,76.0,73.0,10.0,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,644.540301709072,103.163715653424,8.30881539785745,-4.30214231129271,22.6670013655115,0.42
